date_time,week,number_of_sales,gross_sales,sales_rep
2020-12-30 11:32:00,39,1,2669.585574,"Cyrus, Mylie"
2020-12-30 11:37:00,36,1,14188.61807,"Van Dyne, Joelle"
2020-12-30 12:02:00,40,1,1404.000747,"Lumbergh, Bill"
2020-12-30 12:54:00,7,1,1668.712641,"Gompert, Katherine"
2020-12-30 13:08:00,25,1,6365.268646,"Simone, Nina"
2020-12-30 15:18:00,8,1,648.4257377,"Germanotta, Stefani"
2020-12-30 15:20:00,43,1,478.8690269,"Bolton, Michael"
2020-12-30 15:21:00,39,1,505.6772714,"Gompert, Katherine"
2020-12-30 15:23:00,18,1,1156.632636,"Bateman, Patrick"
2020-12-30 15:34:00,40,1,3974.223073,"Bateman, Patrick"
2020-12-30 15:40:00,13,1,2431.631661,"Garcia, Jerry"
2020-12-30 16:54:00,43,1,2857.653241,"Portwood, Dom"
2020-12-30 16:55:00,20,1,507.5506134,"Van Dyne, Joelle"
2020-12-30 16:59:00,45,1,361.9253889,"Lumbergh, Bill"
2020-12-30 17:09:00,14,1,27.05778088,"Lumbergh, Bill"
2020-12-30 17:49:00,6,1,9693.812015,"Springs, Palm"
2020-12-30 18:06:00,41,1,14990.86917,"Cyrus, Mylie"
2020-12-31 9:12:00,20,1,433.9270259,"Cyrus, Mylie"
2020-12-31 11:22:00,43,1,6620.768921,"Van Dyne, Joelle"
2020-12-31 13:40:00,9,1,1311.884705,"Cyrus, Mylie"
2020-12-31 14:28:00,38,1,2590.133681,"Gompert, Katherine"
2020-12-31 14:53:00,35,1,1662.800128,"Bolton, Michael"
2020-12-31 14:56:00,50,1,3213.949121,"Gruber, Hans"
2020-12-31 14:59:00,1,1,95475.54633,"Simone, Nina"
2020-12-31 15:29:00,45,1,1167.020971,"Lumbergh, Bill"
2020-12-31 20:08:00,16,1,1251.158864,"Quintana, Jesus"
2021-01-01 22:31:00,31,1,258.5043882,"Incandenza, Hal"
2021-01-01 22:38:00,42,1,397.6663139,"Dude, The"
2021-01-01 22:48:00,28,1,2248.503267,"Lumbergh, Bill"
2021-01-02 13:44:00,43,1,0,"Steeply, Hugh"
2021-01-02 13:55:00,24,1,109.6608861,"Gompert, Katherine"
2021-01-02 15:20:00,10,1,2845.651596,"Van Dyne, Joelle"
2021-01-02 15:28:00,49,1,1141.663711,"Cyrus, Mylie"
2021-01-02 15:38:00,29,1,4964.505652,"Cyrus, Mylie"
2021-01-02 15:41:00,33,1,1551.372111,"Gompert, Katherine"
2021-01-02 16:16:00,33,1,26457.92006,"Van Dyne, Joelle"
2021-01-02 16:25:00,5,1,2446.972041,"Gompert, Katherine"
2021-01-02 16:31:00,52,1,907.1029277,"Gompert, Katherine"
2021-01-02 16:38:00,36,1,1035.618667,"Dude, The"
2021-01-02 16:39:00,35,1,861.9878318,"Van Dyne, Joelle"
2021-01-02 17:34:00,29,1,2089.862711,"Lumbergh, Bill"
2021-01-03 12:40:00,41,1,1931.051037,"Quintana, Jesus"
2021-01-03 13:32:00,43,1,542.146241,"Lumbergh, Bill"
2021-01-03 13:53:00,13,1,1017.916112,"Portwood, Dom"
2021-01-03 14:04:00,9,1,1987.145448,"Steeply, Hugh"
2021-01-03 14:28:00,3,1,484.840818,"Portwood, Dom"
2021-01-03 15:35:00,16,1,221.8263419,"Lumbergh, Bill"
2021-01-04 8:31:00,26,1,3157.405755,"Cyrus, Mylie"
2021-01-04 8:32:00,4,1,1809.458148,"Quintana, Jesus"
2021-01-04 9:46:00,9,1,472.1861051,"Lumbergh, Bill"
2021-01-04 9:55:00,31,1,18964.53686,"Bolton, Michael"
2021-01-04 10:13:00,51,1,6570.852473,"Bateman, Patrick"
2021-01-04 11:24:00,45,1,1058.616828,"Bolton, Michael"
2021-01-04 12:48:00,6,1,821.2572917,"Portwood, Dom"
2021-01-04 13:29:00,3,1,248.5257339,"Bateman, Patrick"
2021-01-04 14:02:00,27,1,686.6568722,"Lumbergh, Bill"
2021-01-04 14:38:00,38,1,3326.515812,"Germanotta, Stefani"
2021-01-04 15:15:00,7,1,431.0043908,"Lumbergh, Bill"
2021-01-04 15:36:00,20,1,2325.646443,"Lumbergh, Bill"
2021-01-04 15:41:00,3,1,63.85552309,"Portwood, Dom"
2021-01-04 15:56:00,24,1,2095.229277,"Portman, Sam"
2021-01-04 16:49:00,30,1,813.4205313,"Quintana, Jesus"
2021-01-04 17:06:00,7,1,512.6893127,"Garcia, Jerry"
2021-01-04 17:50:00,48,1,1074.96237,"Germanotta, Stefani"
2021-01-05 8:35:00,33,1,693.9709788,"Bolton, Michael"
2021-01-05 9:29:00,13,1,2479.321032,"Gompert, Katherine"
2021-01-05 9:58:00,14,1,1316.258063,"Quintana, Jesus"
2021-01-05 9:59:00,32,1,65.87193374,"Gompert, Katherine"
2021-01-05 10:01:00,43,1,5052.207782,"Quintana, Jesus"
2021-01-05 10:17:00,18,1,1074.378566,"Van Dyne, Joelle"
2021-01-05 10:31:00,41,1,901.0697606,"Garcia, Jerry"
2021-01-05 10:37:00,27,1,1290.097015,"Lumbergh, Bill"
2021-01-05 10:57:00,48,1,3049.68046,"Bateman, Patrick"
2021-01-05 11:42:00,45,1,2639.82649,"Garcia, Jerry"
2021-01-05 11:54:00,39,1,1177.919838,"Quintana, Jesus"
2021-01-05 12:39:00,10,1,436.4132428,"Bateman, Patrick"
2021-01-05 13:54:00,6,1,901.6890596,"Quintana, Jesus"
2021-01-05 13:59:00,22,1,627.3085975,"Quintana, Jesus"
2021-01-05 14:02:00,26,1,495.2340599,"Garcia, Jerry"
2021-01-05 14:03:00,41,1,186.3226674,"Lumbergh, Bill"
2021-01-05 16:42:00,49,1,1004.125961,"Bateman, Patrick"
2021-01-05 17:15:00,28,1,712.0627333,"Bolton, Michael"
2021-01-05 17:48:00,6,1,650.0939237,"Bolton, Michael"
2021-01-06 9:29:00,9,1,193.7190486,"Gruber, Hans"
2021-01-06 10:56:00,6,1,551.1276366,"Cyrus, Mylie"
2021-01-06 11:38:00,13,1,257.7233837,"Simone, Nina"
2021-01-06 12:44:00,35,1,275.8783752,"Bateman, Patrick"
2021-01-06 13:07:00,15,1,662.8562225,"Bolton, Michael"
2021-01-06 13:25:00,12,1,7386.560814,"Lumbergh, Bill"
2021-01-06 13:33:00,3,1,19259.83446,"Quintana, Jesus"
2021-01-06 13:50:00,43,1,1138.575205,"Van Dyne, Joelle"
2021-01-06 14:43:00,41,1,2982.451114,"Lumbergh, Bill"
2021-01-06 15:48:00,9,1,1007.420207,"Van Dyne, Joelle"
2021-01-06 18:02:00,49,1,632.5061867,"Cyrus, Mylie"
2021-01-07 9:14:00,50,1,527.1193273,"Lumbergh, Bill"
2021-01-07 9:19:00,47,1,486.949753,"Cyrus, Mylie"
2021-01-07 11:36:00,18,1,1059.176664,"Lumbergh, Bill"
2021-01-07 12:15:00,26,1,1113.740532,"Lumbergh, Bill"
2021-01-07 12:29:00,32,1,692.7085131,"Bolton, Michael"
2021-01-07 12:35:00,6,1,1423.142567,"Portwood, Dom"
2021-01-07 12:43:00,13,1,5507.543251,"Gompert, Katherine"
2021-01-07 13:37:00,41,1,278.7567995,"Quintana, Jesus"
2021-01-07 14:16:00,38,1,1365.349155,"Bateman, Patrick"
2021-01-07 14:30:00,17,1,16309.1897,"Bolton, Michael"
2021-01-07 14:40:00,4,1,1577.470603,"Gompert, Katherine"
2021-01-07 15:26:00,4,1,4894.672795,"Bateman, Patrick"
2021-01-07 16:11:00,19,1,2269.606734,"Portman, Sam"
2021-01-07 16:11:00,7,1,817.82421,"Portwood, Dom"
2021-01-07 16:11:00,28,1,1972.151792,"Steeply, Hugh"
2021-01-07 16:14:00,18,1,1630.905106,"Gompert, Katherine"
2021-01-07 16:16:00,30,1,3982.544642,"Gompert, Katherine"
2021-01-07 16:21:00,17,1,413.7786279,"Van Dyne, Joelle"
2021-01-07 16:38:00,20,1,802.4815957,"Lumbergh, Bill"
2021-01-07 16:44:00,29,1,1106.133163,"Bolton, Michael"
2021-01-07 17:06:00,10,1,1765.781714,"Incandenza, Hal"
2021-01-07 17:35:00,35,1,241.6205204,"Bolton, Michael"
2021-01-08 9:51:00,25,1,582.4417097,"Quintana, Jesus"
2021-01-08 10:57:00,33,1,11810.78081,"Lumbergh, Bill"
2021-01-08 11:46:00,11,1,365.0155939,"Van Dyne, Joelle"
2021-01-08 11:51:00,22,1,39456.49391,"Bolton, Michael"
2021-01-08 12:38:00,5,1,1793.702994,"Germanotta, Stefani"
2021-01-08 12:38:00,7,1,3718.366618,"Dude, The"
2021-01-08 12:46:00,44,1,2632.948648,"Portwood, Dom"
2021-01-08 13:09:00,41,1,7282.132267,"Gompert, Katherine"
2021-01-08 13:52:00,40,1,2430.175518,"Bateman, Patrick"
2021-01-08 14:03:00,40,1,397.3840421,"Quintana, Jesus"
2021-01-08 14:42:00,7,1,172.1866488,"Gompert, Katherine"
2021-01-08 14:59:00,8,1,1429.636102,"Lumbergh, Bill"
2021-01-08 15:01:00,14,1,2819.223885,"Garcia, Jerry"
2021-01-08 15:21:00,6,1,423.8758186,"Portman, Sam"
2021-01-08 16:09:00,10,1,9568.524789,"Lumbergh, Bill"
2021-01-08 16:28:00,40,1,3674.452005,"Van Dyne, Joelle"
2021-01-08 16:50:00,16,1,148.2630931,"Portman, Sam"
2021-01-08 16:55:00,5,1,6114.196496,"Van Dyne, Joelle"
2021-01-08 20:58:00,3,1,610.9042417,"Bateman, Patrick"
2021-01-09 8:28:00,17,1,1173.7667,"Bateman, Patrick"
2021-01-09 9:51:00,7,1,6308.720239,"Portwood, Dom"
2021-01-09 11:31:00,9,1,2151.581452,"Dude, The"
2021-01-09 11:41:00,18,1,3013.665357,"Garcia, Jerry"
2021-01-09 12:31:00,35,1,2729.309405,"Portwood, Dom"
2021-01-09 13:24:00,19,1,173.4985449,"Bateman, Patrick"
2021-01-09 13:33:00,49,1,1243.226315,"Lumbergh, Bill"
2021-01-09 13:52:00,32,1,5779.690669,"Bolton, Michael"
2021-01-09 14:30:00,49,1,2337.793107,"Garcia, Jerry"
2021-01-09 14:44:00,34,1,25259.79835,"Steeply, Hugh"
2021-01-09 15:26:00,27,1,3004.069601,"Bateman, Patrick"
2021-01-09 16:45:00,4,1,2674.362737,"Dude, The"
2021-01-09 16:45:00,30,1,749.7032168,"Steeply, Hugh"
2021-01-09 16:54:00,39,1,3966.928266,"Chochtkie, Stan"
2021-01-09 17:02:00,7,1,5526.037433,"Bolton, Michael"
2021-01-09 18:26:00,7,1,213.1554132,"Garcia, Jerry"
2021-01-10 9:38:00,7,1,36280.43462,"Bolton, Michael"
2021-01-10 9:48:00,44,1,1008.498584,"Bateman, Patrick"
2021-01-10 14:07:00,38,1,137.6654802,"Chochtkie, Stan"
2021-01-10 14:27:00,20,1,963.2730599,"Gompert, Katherine"
2021-01-10 15:22:00,29,1,2749.258001,"Garcia, Jerry"
2021-01-10 15:49:00,34,1,629.7466257,"Van Dyne, Joelle"
2021-01-10 15:59:00,17,1,3919.517296,"Bolton, Michael"
2021-01-11 9:32:00,41,1,3706.878887,"Simone, Nina"
2021-01-11 9:51:00,23,1,3438.256741,"Van Dyne, Joelle"
2021-01-11 9:59:00,44,1,0,"Garcia, Jerry"
2021-01-11 10:20:00,47,1,183.6895564,"Dude, The"
2021-01-11 11:29:00,8,1,34385.66987,"Lumbergh, Bill"
2021-01-11 11:51:00,14,1,410.0856684,"Simone, Nina"
2021-01-11 12:11:00,13,1,208.9184912,"Van Dyne, Joelle"
2021-01-11 12:11:00,44,1,21601.03506,"Gompert, Katherine"
2021-01-11 12:26:00,20,1,665.9291146,"Quintana, Jesus"
2021-01-11 12:52:00,33,1,2244.798103,"Quintana, Jesus"
2021-01-11 13:11:00,49,1,2455.126813,"Cyrus, Mylie"
2021-01-11 13:15:00,40,1,15250.06421,"Dude, The"
2021-01-11 14:03:00,29,1,20.53670245,"Lumbergh, Bill"
2021-01-11 14:09:00,22,1,1075.134225,"Lumbergh, Bill"
2021-01-11 14:21:00,6,1,290.2912102,"Lumbergh, Bill"
2021-01-11 14:22:00,37,1,345.0182662,"Germanotta, Stefani"
2021-01-11 16:12:00,7,1,1174.36555,"Bolton, Michael"
2021-01-11 16:19:00,40,1,1378.745129,"Cyrus, Mylie"
2021-01-11 16:37:00,35,1,5430.379984,"Bolton, Michael"
2021-01-11 16:58:00,21,1,2995.769947,"Lumbergh, Bill"
2021-01-12 10:25:00,19,1,2767.420148,"Garcia, Jerry"
2021-01-12 10:54:00,49,1,5073.905573,"Garcia, Jerry"
2021-01-12 11:17:00,3,1,1350.173049,"Lumbergh, Bill"
2021-01-12 12:21:00,2,1,531.760283,"Cyrus, Mylie"
2021-01-12 12:31:00,7,1,369.2781161,"Lumbergh, Bill"
2021-01-12 13:36:00,29,1,13228.37579,"Bolton, Michael"
2021-01-12 13:38:00,31,1,982.4007537,"Garcia, Jerry"
2021-01-12 14:04:00,33,1,1549.519903,"Bolton, Michael"
2021-01-12 14:12:00,23,1,4697.911088,"Garcia, Jerry"
2021-01-12 14:17:00,50,1,292.6166281,"Garcia, Jerry"
2021-01-12 14:28:00,42,1,295.5997123,"Simone, Nina"
2021-01-12 14:32:00,44,1,10154.04469,"Lumbergh, Bill"
2021-01-12 14:36:00,7,1,343.0970838,"Bolton, Michael"
2021-01-12 15:31:00,2,1,1257.672112,"Cyrus, Mylie"
2021-01-12 17:17:00,23,1,209.8024845,"Bateman, Patrick"
2021-01-12 17:20:00,3,1,178.3157122,"Cyrus, Mylie"
2021-01-12 17:31:00,16,1,115.7890515,"Lumbergh, Bill"
2021-01-12 18:16:00,51,1,2321.623745,"Bolton, Michael"
2021-01-12 9:57:00,30,1,581.2782173,"Van Dyne, Joelle"
2021-01-13 8:56:00,5,1,14419.20539,"Quintana, Jesus"
2021-01-13 9:32:00,6,1,230.9178048,"Portman, Sam"
2021-01-13 9:32:00,13,1,206.9577329,"Garcia, Jerry"
2021-01-13 9:35:00,8,1,301.7660417,"Gompert, Katherine"
2021-01-13 9:35:00,7,1,7881.397996,"Bolton, Michael"
2021-01-13 9:38:00,20,1,512.0329211,"Bolton, Michael"
2021-01-13 9:39:00,49,1,524.1821217,"Lumbergh, Bill"
2021-01-13 10:00:00,27,1,423.5734779,"Quintana, Jesus"
2021-01-13 10:35:00,39,1,1101.09611,"Garcia, Jerry"
2021-01-13 12:28:00,2,1,2424.331065,"Germanotta, Stefani"
2021-01-13 14:05:00,35,1,1550.136931,"Bolton, Michael"
2021-01-13 14:43:00,27,1,3003.082488,"Dude, The"
2021-01-13 14:47:00,27,1,52.07396593,"Gompert, Katherine"
2021-01-13 14:53:00,3,1,1214.830295,"Cyrus, Mylie"
2021-01-13 15:21:00,11,1,6335.840019,"Bolton, Michael"
2021-01-13 16:16:00,33,1,6234.305385,"Bateman, Patrick"
2021-01-13 16:57:00,18,1,18795.71037,"Cyrus, Mylie"
2021-01-13 17:53:00,19,1,789.4778393,"Lumbergh, Bill"
2021-01-13 20:00:00,17,1,629.8272982,"Lumbergh, Bill"
2021-01-13 22:46:00,9,1,48.92332978,"Bolton, Michael"
2021-01-14 9:03:00,37,1,4398.22021,"Bateman, Patrick"
2021-01-14 9:20:00,46,1,1647.289206,"Lumbergh, Bill"
2021-01-14 9:31:00,41,1,610.871707,"Germanotta, Stefani"
2021-01-14 9:43:00,37,1,5585.547327,"Portwood, Dom"
2021-01-14 10:50:00,5,1,6049.286737,"Gompert, Katherine"
2021-01-14 11:25:00,39,1,1362.026421,"Springs, Palm"
2021-01-14 11:29:00,46,1,1591.350772,"Lubowski, Bunny"
2021-01-14 12:13:00,27,1,52868.6338,"Bolton, Michael"
2021-01-14 12:18:00,40,1,540.0408749,"Bateman, Patrick"
2021-01-14 12:30:00,21,1,284.8137717,"Bolton, Michael"
2021-01-14 12:52:00,3,1,590.502075,"Lumbergh, Bill"
2021-01-14 13:04:00,31,1,8027.820429,"Lumbergh, Bill"
2021-01-14 13:33:00,10,1,90.14878233,"Simone, Nina"
2021-01-14 13:51:00,22,1,1300.20076,"Gompert, Katherine"
2021-01-14 13:57:00,36,1,877.0067163,"Portwood, Dom"
2021-01-14 13:59:00,13,1,715.069109,"Garcia, Jerry"
2021-01-14 14:15:00,25,1,178.0139031,"Bolton, Michael"
2021-01-14 14:16:00,50,1,474.0440101,"Lumbergh, Bill"
2021-01-14 14:18:00,31,1,137.0010212,"Bateman, Patrick"
2021-01-14 14:28:00,9,1,451.2892146,"Lumbergh, Bill"
2021-01-14 14:29:00,12,1,1717.461225,"Portwood, Dom"
2021-01-14 14:32:00,7,1,1486.215802,"Bolton, Michael"
2021-01-14 14:37:00,23,1,382.0765937,"Van Dyne, Joelle"
2021-01-14 14:41:00,11,1,1232.341549,"Quintana, Jesus"
2021-01-14 14:48:00,20,1,574.8195339,"Portwood, Dom"
2021-01-14 14:48:00,43,1,28113.19442,"Germanotta, Stefani"
2021-01-14 15:15:00,39,1,3647.450313,"Bateman, Patrick"
2021-01-14 15:24:00,8,1,68.6840705,"Simone, Nina"
2021-01-14 16:05:00,39,1,3277.18803,"Bolton, Michael"
2021-01-14 16:46:00,10,1,0,"Cyrus, Mylie"
2021-01-14 17:29:00,4,1,1490.635271,"Quintana, Jesus"
2021-01-14 18:31:00,29,1,818.9366433,"Steeply, Hugh"
2021-01-14 18:37:00,45,1,996.338505,"Garcia, Jerry"
2021-01-15 9:22:00,27,1,3309.956162,"Lumbergh, Bill"
2021-01-15 9:39:00,5,1,583.0563355,"Lumbergh, Bill"
2021-01-15 9:52:00,19,1,1245.777041,"Steeply, Hugh"
2021-01-15 10:18:00,8,1,4292.849857,"Lumbergh, Bill"
2021-01-15 11:09:00,50,1,1869.262076,"Lumbergh, Bill"
2021-01-15 11:11:00,51,1,1159.810176,"Bolton, Michael"
2021-01-15 14:04:00,23,1,4354.466105,"Bolton, Michael"
2021-01-15 14:46:00,25,1,1841.513067,"Bolton, Michael"
2021-01-15 16:29:00,35,1,98.26947925,"Lumbergh, Bill"
2021-01-15 17:28:00,20,1,563.9713413,"Cyrus, Mylie"
2021-01-16 10:22:00,34,1,895.5375089,"Bolton, Michael"
2021-01-16 10:24:00,6,1,5493.778301,"Bolton, Michael"
2021-01-16 10:28:00,11,1,2539.70863,"Lumbergh, Bill"
2021-01-16 10:32:00,42,1,2849.471637,"Van Dyne, Joelle"
2021-01-16 10:33:00,4,1,324.0554277,"Bolton, Michael"
2021-01-16 10:45:00,19,1,340.735583,"Bolton, Michael"
2021-01-16 10:48:00,27,1,2622.195694,"Bateman, Patrick"
2021-01-16 10:51:00,48,1,1303.631544,"Lumbergh, Bill"
2021-01-16 10:54:00,33,1,279.394908,"Portwood, Dom"
2021-01-16 11:00:00,39,1,354.9487076,"Garcia, Jerry"
2021-01-16 11:08:00,39,1,851.7950206,"Lumbergh, Bill"
2021-01-16 11:12:00,42,1,2463.443766,"Incandenza, Hal"
2021-01-16 11:30:00,46,1,1073.613344,"Quintana, Jesus"
2021-01-16 11:55:00,30,1,1921.444838,"Van Dyne, Joelle"
2021-01-16 13:11:00,7,1,26618.10675,"Van Dyne, Joelle"
2021-01-16 13:13:00,33,1,685.4029047,"Bateman, Patrick"
2021-01-16 13:54:00,18,1,7794.564334,"Dude, The"
2021-01-16 14:45:00,31,1,62.68147518,"Bolton, Michael"
2021-01-16 15:31:00,45,1,9182.894828,"Bateman, Patrick"
2021-01-16 15:43:00,7,1,222.3913117,"Portwood, Dom"
2021-01-16 15:56:00,3,1,1243.332949,"Gompert, Katherine"
2021-01-17 9:07:00,16,1,2078.008414,"Garcia, Jerry"
2021-01-17 11:20:00,19,1,1759.755752,"Germanotta, Stefani"
2021-01-17 13:15:00,6,1,284.8007885,"Van Dyne, Joelle"
2021-01-17 13:51:00,11,1,886.6186327,"Portwood, Dom"
2021-01-17 14:00:00,48,1,1224.562784,"Steeply, Hugh"
2021-01-17 15:37:00,46,1,5053.911338,"Lumbergh, Bill"
2021-01-18 9:01:00,16,1,856.5525754,"Garcia, Jerry"
2021-01-18 9:18:00,19,1,5084.607476,"Germanotta, Stefani"
2021-01-18 10:11:00,22,1,136.7051518,"Garcia, Jerry"
2021-01-18 10:52:00,2,1,515.4945879,"Germanotta, Stefani"
2021-01-18 11:07:00,22,1,2090.228433,"Chochtkie, Stan"
2021-01-18 11:43:00,10,1,395.7946226,"Lumbergh, Bill"
2021-01-18 11:59:00,35,1,1499.530478,"Bolton, Michael"
2021-01-18 12:01:00,5,1,2222.859703,"Garcia, Jerry"
2021-01-18 12:08:00,28,1,1684.189777,"Van Dyne, Joelle"
2021-01-18 12:11:00,13,1,1082.92093,"Gompert, Katherine"
2021-01-18 12:29:00,46,1,3291.710655,"Bolton, Michael"
2021-01-18 12:39:00,26,1,116.3435164,"Springs, Palm"
2021-01-19 9:17:00,2,1,134.4316496,"Gompert, Katherine"
2021-01-19 9:55:00,35,1,1031.256343,"Bateman, Patrick"
2021-01-19 10:10:00,29,1,94.99894105,"Quintana, Jesus"
2021-01-19 10:25:00,29,1,225.2082511,"Simone, Nina"
2021-01-19 11:20:00,9,1,2897.021182,"Cyrus, Mylie"
2021-01-19 14:24:00,7,1,967.9765411,"Portwood, Dom"
2021-01-19 14:54:00,2,1,779.0018382,"Bolton, Michael"
2021-01-19 15:06:00,22,1,1319.360688,"Lumbergh, Bill"
2021-01-19 15:22:00,32,1,2406.724044,"Cyrus, Mylie"
2021-01-19 15:38:00,30,1,7193.373496,"Lumbergh, Bill"
2021-01-19 16:32:00,24,1,190.4466033,"Cyrus, Mylie"
2021-01-20 9:39:00,44,1,261.10317,"Steeply, Hugh"
2021-01-20 10:24:00,16,1,877.155932,"Van Dyne, Joelle"
2021-01-20 10:38:00,24,1,415.8923569,"Van Dyne, Joelle"
2021-01-20 11:01:00,12,1,14564.42324,"Bolton, Michael"
2021-01-20 11:09:00,46,1,3991.853747,"Germanotta, Stefani"
2021-01-20 11:23:00,26,1,515.379167,"Gompert, Katherine"
2021-01-20 11:23:00,49,1,624.2866772,"Bolton, Michael"
2021-01-20 12:15:00,19,1,384.8159324,"Lumbergh, Bill"
2021-01-20 12:22:00,49,1,780.2632844,"Portwood, Dom"
2021-01-20 12:39:00,49,1,405.5221479,"Van Dyne, Joelle"
2021-01-20 13:30:00,7,1,571.0486776,"Cyrus, Mylie"
2021-01-20 14:56:00,27,1,1980.53627,"Bateman, Patrick"
2021-01-20 15:26:00,9,1,778.8816933,"Lumbergh, Bill"
2021-01-20 15:59:00,27,1,3299.543933,"Gompert, Katherine"
2021-01-20 16:32:00,34,1,400.9461565,"Lumbergh, Bill"
2021-01-20 17:41:00,10,1,376.065653,"Bateman, Patrick"
2021-01-20 18:39:00,30,1,13341.01833,"Gruber, Hans"
2021-01-20 12:35:00,30,1,1509.44766,"Bateman, Patrick"
2021-01-21 8:56:00,45,1,131.2620339,"Portwood, Dom"
2021-01-21 9:52:00,5,1,865.2887184,"Garcia, Jerry"
2021-01-21 11:13:00,9,1,1001.250957,"Garcia, Jerry"
2021-01-21 11:16:00,2,1,1108.717717,"Lumbergh, Bill"
2021-01-21 11:38:00,6,1,839.6987484,"Bolton, Michael"
2021-01-21 11:51:00,19,1,6421.213357,"Cyrus, Mylie"
2021-01-21 12:05:00,9,1,521.4321888,"Bateman, Patrick"
2021-01-21 13:05:00,6,1,3795.141484,"Gruber, Hans"
2021-01-21 13:09:00,52,1,7779.283097,"Cyrus, Mylie"
2021-01-21 13:17:00,27,1,1188.754022,"Gompert, Katherine"
2021-01-21 13:27:00,27,1,362.4453438,"Bateman, Patrick"
2021-01-21 13:28:00,33,1,3676.293258,"Bateman, Patrick"
2021-01-21 13:53:00,39,1,3369.386221,"Garcia, Jerry"
2021-01-21 14:01:00,2,1,1214.405041,"Bolton, Michael"
2021-01-21 14:08:00,36,1,4547.573344,"Lumbergh, Bill"
2021-01-21 15:12:00,30,1,2385.54916,"Portman, Sam"
2021-01-21 16:00:00,43,1,929.7513489,"Van Dyne, Joelle"
2021-01-21 16:41:00,5,1,497.3605031,"Van Dyne, Joelle"
2021-01-21 16:50:00,7,1,584.9979668,"Springs, Palm"
2021-01-21 18:22:00,1,1,1025.757908,"Lumbergh, Bill"
2021-01-21 19:50:00,44,1,6332.171539,"Portwood, Dom"
2021-01-22 9:23:00,17,1,2501.68278,"Lumbergh, Bill"
